product_id,offer_id,decision_state,target_fields,excluded_fields,fresh_missing_required_attrs,current_target_field_presence,current_availability_present,availability_note,api_risk_note,blocked_reason,write_allowed_now
online:pt:BR:1183C123.257,1183C123.257,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.258,1183C123.258,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.259,1183C123.259,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.260,1183C123.260,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.261,1183C123.261,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.262,1183C123.262,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.263,1183C123.263,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.264,1183C123.264,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.264-1,1183C123.264-1,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.264-2,1183C123.264-2,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.264-3,1183C123.264-3,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.264-4,1183C123.264-4,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.264-5,1183C123.264-5,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.264-6,1183C123.264-6,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C123.264-7,1183C123.264-7,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C141-100-1,1183C141-100-1,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C141-100-2,1183C141-100-2,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C141-100-3,1183C141-100-3,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C141-100-4,1183C141-100-4,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C141-100-5,1183C141-100-5,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C141-100-6,1183C141-100-6,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C141-100-7,1183C141-100-7,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C233-250-1,1183C233-250-1,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C233-250-10,1183C233-250-10,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C233-250-2,1183C233-250-2,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C233-250-3,1183C233-250-3,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C233-250-4,1183C233-250-4,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C233-250-5,1183C233-250-5,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C233-250-6,1183C233-250-6,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C233-250-7,1183C233-250-7,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C233-250-8,1183C233-250-8,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C233-250-9,1183C233-250-9,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317-401-1,1183C317-401-1,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317-401-10,1183C317-401-10,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317-401-2,1183C317-401-2,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317-401-3,1183C317-401-3,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317-401-4,1183C317-401-4,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317-401-5,1183C317-401-5,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317-401-6,1183C317-401-6,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317-401-7,1183C317-401-7,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317-401-8,1183C317-401-8,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317-401-9,1183C317-401-9,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317.001-1,1183C317.001-1,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317.001-10,1183C317.001-10,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317.001-2,1183C317.001-2,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317.001-3,1183C317.001-3,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317.001-4,1183C317.001-4,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317.001-5,1183C317.001-5,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317.001-6,1183C317.001-6,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317.001-7,1183C317.001-7,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317.001-8,1183C317.001-8,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C317.001-9,1183C317.001-9,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C428.200-1,1183C428.200-1,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C428.200-10,1183C428.200-10,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C428.200-2,1183C428.200-2,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C428.200-3,1183C428.200-3,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C428.200-4,1183C428.200-4,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C428.200-5,1183C428.200-5,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C428.200-6,1183C428.200-6,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C428.200-7,1183C428.200-7,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C428.200-8,1183C428.200-8,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C428.200-9,1183C428.200-9,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C430-020-34,1183C430-020-34,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C430-020-35,1183C430-020-35,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C430-020-36,1183C430-020-36,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C430-020-37,1183C430-020-37,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C430-020-38,1183C430-020-38,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C430-020-39,1183C430-020-39,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C430-020-40,1183C430-020-40,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C430-020-41,1183C430-020-41,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:1183C430-020-42,1183C430-020-42,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;size,"{""title"": true, ""link"": true, ""imageLink"": true, ""price"": true}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
