product_id,offer_id,missing_attributes,issue_instance_count,shopify_exact_sku_match_count,shopify_active_match_count,shopify_product_title,shopify_handle,shopify_variant_title,decision_state,suggested_attributes,evidence,write_allowed_now
online:pt:BR:1183C115.020-2,1183C115.020-2,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 SD Exposed Metropolis Cinza,tenis-onitsuka-tiger-mexico-66-sd-metropolis-cinza,35,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""35""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C115.020-3,1183C115.020-3,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 SD Exposed Metropolis Cinza,tenis-onitsuka-tiger-mexico-66-sd-metropolis-cinza,36,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""36""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C115.020-4,1183C115.020-4,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 SD Exposed Metropolis Cinza,tenis-onitsuka-tiger-mexico-66-sd-metropolis-cinza,37,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""37""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C115.020-5,1183C115.020-5,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 SD Exposed Metropolis Cinza,tenis-onitsuka-tiger-mexico-66-sd-metropolis-cinza,38,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""38""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C115.020-6,1183C115.020-6,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 SD Exposed Metropolis Cinza,tenis-onitsuka-tiger-mexico-66-sd-metropolis-cinza,39,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""39""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C115.020-7,1183C115.020-7,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 SD Exposed Metropolis Cinza,tenis-onitsuka-tiger-mexico-66-sd-metropolis-cinza,40,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""40""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C115.020-8,1183C115.020-8,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 SD Exposed Metropolis Cinza,tenis-onitsuka-tiger-mexico-66-sd-metropolis-cinza,41,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""41""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C115.020-9,1183C115.020-9,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 SD Exposed Metropolis Cinza,tenis-onitsuka-tiger-mexico-66-sd-metropolis-cinza,43,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""43""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.251-1,1183C123.251-1,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Oatmeal Habanero Bege,tenis-onitsuka-tiger-mexico-66-sabot-oatmeal-habanero-bege,34,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""34""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.251-2,1183C123.251-2,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Oatmeal Habanero Bege,tenis-onitsuka-tiger-mexico-66-sabot-oatmeal-habanero-bege,35,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""35""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.253,1183C123.253,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Oatmeal Habanero Bege,tenis-onitsuka-tiger-mexico-66-sabot-oatmeal-habanero-bege,36,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""36""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.255,1183C123.255,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Oatmeal Habanero Bege,tenis-onitsuka-tiger-mexico-66-sabot-oatmeal-habanero-bege,38,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""38""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.256,1183C123.256,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Oatmeal Habanero Bege,tenis-onitsuka-tiger-mexico-66-sabot-oatmeal-habanero-bege,39,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""39""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.257,1183C123.257,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Oatmeal Habanero Bege,tenis-onitsuka-tiger-mexico-66-sabot-oatmeal-habanero-bege,40,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""40""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.258,1183C123.258,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Oatmeal Habanero Bege,tenis-onitsuka-tiger-mexico-66-sabot-oatmeal-habanero-bege,41,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""41""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.259,1183C123.259,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Oatmeal Habanero Bege,tenis-onitsuka-tiger-mexico-66-sabot-oatmeal-habanero-bege,42,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""42""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.260,1183C123.260,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Oatmeal Habanero Bege,tenis-onitsuka-tiger-mexico-66-sabot-oatmeal-habanero-bege,43,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""43""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.261,1183C123.261,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Natural Cream Bege,tenis-onitsuka-tiger-mexico-66-sabot-natural-cream-bege-1070119339,41,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""41""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.262,1183C123.262,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Natural Cream Bege,tenis-onitsuka-tiger-mexico-66-sabot-natural-cream-bege-1070119339,42,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""42""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.263,1183C123.263,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Natural Cream Bege,tenis-onitsuka-tiger-mexico-66-sabot-natural-cream-bege-1070119339,43,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""43""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.264,1183C123.264,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Natural Cream Bege,tenis-onitsuka-tiger-mexico-66-sabot-natural-cream-bege-1070119339,44,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""44""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.264-1,1183C123.264-1,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Natural Cream Bege,tenis-onitsuka-tiger-mexico-66-sabot-natural-cream-bege-1070119339,34,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""34""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.264-2,1183C123.264-2,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Natural Cream Bege,tenis-onitsuka-tiger-mexico-66-sabot-natural-cream-bege-1070119339,35,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""35""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.264-3,1183C123.264-3,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Natural Cream Bege,tenis-onitsuka-tiger-mexico-66-sabot-natural-cream-bege-1070119339,36,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""36""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.264-5,1183C123.264-5,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Natural Cream Bege,tenis-onitsuka-tiger-mexico-66-sabot-natural-cream-bege-1070119339,38,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""38""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.264-6,1183C123.264-6,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Natural Cream Bege,tenis-onitsuka-tiger-mexico-66-sabot-natural-cream-bege-1070119339,39,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""39""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C123.264-7,1183C123.264-7,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Sabot Natural Cream Bege,tenis-onitsuka-tiger-mexico-66-sabot-natural-cream-bege-1070119339,40,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""40""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C141-100-1,1183C141-100-1,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Slip-On White Branco,tenis-onitsuka-tiger-mexico-66-slip-on-white-branco,34,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""34""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C141-100-2,1183C141-100-2,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Slip-On White Branco,tenis-onitsuka-tiger-mexico-66-slip-on-white-branco,35,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""35""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C141-100-3,1183C141-100-3,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Slip-On White Branco,tenis-onitsuka-tiger-mexico-66-slip-on-white-branco,36,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""36""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C141-100-5,1183C141-100-5,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Slip-On White Branco,tenis-onitsuka-tiger-mexico-66-slip-on-white-branco,38,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""38""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C141-100-6,1183C141-100-6,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Slip-On White Branco,tenis-onitsuka-tiger-mexico-66-slip-on-white-branco,39,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""39""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C141-100-7,1183C141-100-7,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Mexico 66 Slip-On White Branco,tenis-onitsuka-tiger-mexico-66-slip-on-white-branco,40,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""40""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C233-250-1,1183C233-250-1,age group;gender;size,6,1,1,Onitsuka Tiger Mexico 66 Paraty Natural Navy Bege,onitsuka-tiger-mexico-66-paraty-natural-navy-bege,34,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""34""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C233-250-10,1183C233-250-10,age group;gender;size,6,1,1,Onitsuka Tiger Mexico 66 Paraty Natural Navy Bege,onitsuka-tiger-mexico-66-paraty-natural-navy-bege,43,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""43""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C233-250-2,1183C233-250-2,age group;gender;size,6,1,1,Onitsuka Tiger Mexico 66 Paraty Natural Navy Bege,onitsuka-tiger-mexico-66-paraty-natural-navy-bege,35,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""35""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C233-250-3,1183C233-250-3,age group;gender;size,6,1,1,Onitsuka Tiger Mexico 66 Paraty Natural Navy Bege,onitsuka-tiger-mexico-66-paraty-natural-navy-bege,36,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""36""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C233-250-5,1183C233-250-5,age group;gender;size,6,1,1,Onitsuka Tiger Mexico 66 Paraty Natural Navy Bege,onitsuka-tiger-mexico-66-paraty-natural-navy-bege,38,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""38""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C233-250-6,1183C233-250-6,age group;gender;size,6,1,1,Onitsuka Tiger Mexico 66 Paraty Natural Navy Bege,onitsuka-tiger-mexico-66-paraty-natural-navy-bege,39,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""39""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C233-250-8,1183C233-250-8,age group;gender;size,6,1,1,Onitsuka Tiger Mexico 66 Paraty Natural Navy Bege,onitsuka-tiger-mexico-66-paraty-natural-navy-bege,41,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""41""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C233-250-9,1183C233-250-9,age group;gender;size,6,1,1,Onitsuka Tiger Mexico 66 Paraty Natural Navy Bege,onitsuka-tiger-mexico-66-paraty-natural-navy-bege,42,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""42""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C317-401-1,1183C317-401-1,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Midnight Cream Azul,tenis-onitsuka-tiger-tiger-corsair-a55-midnight-cream-azul,34,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""34""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C317-401-10,1183C317-401-10,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Midnight Cream Azul,tenis-onitsuka-tiger-tiger-corsair-a55-midnight-cream-azul,43,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""43""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C317-401-3,1183C317-401-3,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Midnight Cream Azul,tenis-onitsuka-tiger-tiger-corsair-a55-midnight-cream-azul,36,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""36""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C317-401-4,1183C317-401-4,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Midnight Cream Azul,tenis-onitsuka-tiger-tiger-corsair-a55-midnight-cream-azul,37,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""37""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C317-401-6,1183C317-401-6,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Midnight Cream Azul,tenis-onitsuka-tiger-tiger-corsair-a55-midnight-cream-azul,39,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""39""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C317-401-7,1183C317-401-7,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Midnight Cream Azul,tenis-onitsuka-tiger-tiger-corsair-a55-midnight-cream-azul,40,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""40""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C317-401-8,1183C317-401-8,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Midnight Cream Azul,tenis-onitsuka-tiger-tiger-corsair-a55-midnight-cream-azul,41,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""41""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C317-401-9,1183C317-401-9,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Midnight Cream Azul,tenis-onitsuka-tiger-tiger-corsair-a55-midnight-cream-azul,42,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""42""], ""ageGroup"": ""adult"", ""gender"": ""unisex""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",False
online:pt:BR:1183C317.001-1,1183C317.001-1,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Black Cream Preto,tenis-onitsuka-tiger-tiger-corsair-a55-black-cream-preto,34,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""34""], ""ageGroup"": ""adult"", ""gender"": ""female""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",False
online:pt:BR:1183C317.001-10,1183C317.001-10,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Black Cream Preto,tenis-onitsuka-tiger-tiger-corsair-a55-black-cream-preto,43,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""43""], ""ageGroup"": ""adult"", ""gender"": ""female""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",False
online:pt:BR:1183C317.001-2,1183C317.001-2,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Black Cream Preto,tenis-onitsuka-tiger-tiger-corsair-a55-black-cream-preto,35,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""35""], ""ageGroup"": ""adult"", ""gender"": ""female""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",False
online:pt:BR:1183C317.001-3,1183C317.001-3,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Black Cream Preto,tenis-onitsuka-tiger-tiger-corsair-a55-black-cream-preto,36,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""36""], ""ageGroup"": ""adult"", ""gender"": ""female""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",False
online:pt:BR:1183C317.001-4,1183C317.001-4,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Black Cream Preto,tenis-onitsuka-tiger-tiger-corsair-a55-black-cream-preto,37,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""37""], ""ageGroup"": ""adult"", ""gender"": ""female""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",False
online:pt:BR:1183C317.001-5,1183C317.001-5,age group;gender;size,6,1,1,Tênis Onitsuka Tiger Tiger Corsair A55 Black Cream Preto,tenis-onitsuka-tiger-tiger-corsair-a55-black-cream-preto,38,candidate_medium_confidence_attr_preview_needs_review,"{""sizes"": [""38""], ""ageGroup"": ""adult"", ""gender"": ""female""}","{""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",False
