product_id,offer_id,missing_core_attrs,proposed_core_attributes,evidence,rollback_required_before_write,write_allowed_now,future_write_scope_if_approved
online:pt:BR:1183A353.128-3,1183A353.128-3,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white-lk-1183a353128-1-777663.png?v=1748137906"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white?variant=46833179721950"", ""price"": ""1799.99 BRL"", ""title"": ""Tênis Onitsuka Tiger GSM Cream Hiking Green Gum Off White""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A353.128-4,1183A353.128-4,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white-lk-1183a353128-1-777663.png?v=1748137906"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white?variant=46833179754718"", ""price"": ""1799.99 BRL"", ""title"": ""Tênis Onitsuka Tiger GSM Cream Hiking Green Gum Off White""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A353.128-5,1183A353.128-5,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white-lk-1183a353128-1-777663.png?v=1748137906"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white?variant=46833179787486"", ""price"": ""1799.99 BRL"", ""title"": ""Tênis Onitsuka Tiger GSM Cream Hiking Green Gum Off White""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A353.128-6,1183A353.128-6,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white-lk-1183a353128-1-777663.png?v=1748137906"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white?variant=46833179820254"", ""price"": ""1799.99 BRL"", ""title"": ""Tênis Onitsuka Tiger GSM Cream Hiking Green Gum Off White""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A353.128-7,1183A353.128-7,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white-lk-1183a353128-1-777663.png?v=1748137906"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white?variant=46833179853022"", ""price"": ""1799.99 BRL"", ""title"": ""Tênis Onitsuka Tiger GSM Cream Hiking Green Gum Off White""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A353.128-8,1183A353.128-8,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white-lk-1183a353128-1-777663.png?v=1748137906"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white?variant=46833179885790"", ""price"": ""1799.99 BRL"", ""title"": ""Tênis Onitsuka Tiger GSM Cream Hiking Green Gum Off White""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A353.128-9,1183A353.128-9,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white-lk-1183a353128-1-777663.png?v=1748137906"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-gsm-cream-hiking-green-gum-off-white?variant=46833179918558"", ""price"": ""1799.99 BRL"", ""title"": ""Tênis Onitsuka Tiger GSM Cream Hiking Green Gum Off White""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360-002-1,1183A360-002-1,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto-lk-1183a360-002-1-479287.png?v=1742895706"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto?variant=46478596931806"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360-002-2,1183A360-002-2,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto-lk-1183a360-002-1-479287.png?v=1742895706"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto?variant=46478596964574"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360-002-3,1183A360-002-3,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto-lk-1183a360-002-1-479287.png?v=1742895706"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto?variant=46478596997342"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360-002-4,1183A360-002-4,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto-lk-1183a360-002-1-479287.png?v=1742895706"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto?variant=46478597030110"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360-002-5,1183A360-002-5,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto-lk-1183a360-002-1-479287.png?v=1742895706"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto?variant=46478597062878"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360-002-6,1183A360-002-6,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto-lk-1183a360-002-1-479287.png?v=1742895706"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto?variant=46478597095646"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360-002-7,1183A360-002-7,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto-lk-1183a360-002-1-479287.png?v=1742895706"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-black-preto?variant=46478597128414"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360.205-1,1183A360.205-1,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/40.png?v=1742846878"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-birch-midnight-bege?variant=46478596210910"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Birch Midnight Bege""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360.205-2,1183A360.205-2,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/40.png?v=1742846878"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-birch-midnight-bege?variant=46478596243678"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Birch Midnight Bege""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360.205-3,1183A360.205-3,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/40.png?v=1742846878"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-birch-midnight-bege?variant=46478596276446"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Birch Midnight Bege""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360.205-4,1183A360.205-4,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/40.png?v=1742846878"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-birch-midnight-bege?variant=46478596309214"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Birch Midnight Bege""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360.205-5,1183A360.205-5,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/40.png?v=1742846878"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-birch-midnight-bege?variant=46478596341982"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Birch Midnight Bege""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360.205-6,1183A360.205-6,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/40.png?v=1742846878"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-birch-midnight-bege?variant=46478596374750"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Birch Midnight Bege""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A360.205-7,1183A360.205-7,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/40.png?v=1742846878"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-slip-on-birch-midnight-bege?variant=46478596407518"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Slip-On Birch Midnight Bege""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A746-751-1,1183A746-751-1,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo-lk-1183a746-751-1-854347.png?v=1742895704"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo?variant=46478597456094"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Kill Bill Slip-On Amarelo""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A746-751-2,1183A746-751-2,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo-lk-1183a746-751-1-854347.png?v=1742895704"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo?variant=46478597488862"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Kill Bill Slip-On Amarelo""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A746-751-3,1183A746-751-3,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo-lk-1183a746-751-1-854347.png?v=1742895704"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo?variant=46478597521630"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Kill Bill Slip-On Amarelo""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A746-751-4,1183A746-751-4,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo-lk-1183a746-751-1-854347.png?v=1742895704"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo?variant=46478597554398"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Kill Bill Slip-On Amarelo""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A746-751-5,1183A746-751-5,availability;image link;link;price;title,"{""availability"": ""in stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo-lk-1183a746-751-1-854347.png?v=1742895704"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo?variant=46478597587166"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Kill Bill Slip-On Amarelo""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1183A746-751-6,1183A746-751-6,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo-lk-1183a746-751-1-854347.png?v=1742895704"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-kill-bill-slip-on-amarelo?variant=46478597619934"", ""price"": ""2399.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 Kill Bill Slip-On Amarelo""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
