priority,bucket,action_package,risk,channel,product_id,offer_id,reconciliation_offer_id,title,source,availability,recommended_action,evidence,has_destination_problem,item_issue_count,approval_needed,rollback_requirement,execution_status
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5251 001-7,LIA_FZ5251 001-7,FZ5251 001-7,Tênis Nike Sb Dunk Low x Rayssa Leal Bege,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5251 001-8,LIA_FZ5251 001-8,FZ5251 001-8,Tênis Nike Sb Dunk Low x Rayssa Leal Bege,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5251 001-9,LIA_FZ5251 001-9,FZ5251 001-9,Tênis Nike Sb Dunk Low x Rayssa Leal Bege,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-34,LIA_FZ5897-34,FZ5897-34,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-35,LIA_FZ5897-35,FZ5897-35,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-36,LIA_FZ5897-36,FZ5897-36,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-37,LIA_FZ5897-37,FZ5897-37,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-38,LIA_FZ5897-38,FZ5897-38,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-39,LIA_FZ5897-39,FZ5897-39,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-4,LIA_FZ5897-4,FZ5897-4,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-40,LIA_FZ5897-40,FZ5897-40,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-40.5,LIA_FZ5897-40.5,FZ5897-40.5,Tênis Yeezy Slide Boné Branco,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-41,LIA_FZ5897-41,FZ5897-41,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-42,LIA_FZ5897-42,FZ5897-42,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-42.5,LIA_FZ5897-42.5,FZ5897-42.5,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-43,LIA_FZ5897-43,FZ5897-43,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-45,LIA_FZ5897-45,FZ5897-45,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-451,LIA_FZ5897-451,FZ5897-451,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-452,LIA_FZ5897-452,FZ5897-452,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-453,LIA_FZ5897-453,FZ5897-453,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-454,LIA_FZ5897-454,FZ5897-454,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-455,LIA_FZ5897-455,FZ5897-455,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_FZ5897-456,LIA_FZ5897-456,FZ5897-456,Tênis Yeezy Slide Boné Branco,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-14,LIA_GW1931-14,GW1931-14,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-15,LIA_GW1931-15,GW1931-15,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-16,LIA_GW1931-16,GW1931-16,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-18,LIA_GW1931-18,GW1931-18,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-19,LIA_GW1931-19,GW1931-19,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-20,LIA_GW1931-20,GW1931-20,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-22,LIA_GW1931-22,GW1931-22,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-23,LIA_GW1931-23,GW1931-23,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-24,LIA_GW1931-24,GW1931-24,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-25,LIA_GW1931-25,GW1931-25,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-26,LIA_GW1931-26,GW1931-26,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-34,LIA_GW1931-34,GW1931-34,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-34.5,LIA_GW1931-34.5,GW1931-34.5,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-35,LIA_GW1931-35,GW1931-35,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-36,LIA_GW1931-36,GW1931-36,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-37,LIA_GW1931-37,GW1931-37,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-38,LIA_GW1931-38,GW1931-38,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-39,LIA_GW1931-39,GW1931-39,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-40,LIA_GW1931-40,GW1931-40,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-40.5,LIA_GW1931-40.5,GW1931-40.5,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-41,LIA_GW1931-41,GW1931-41,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-42,LIA_GW1931-42,GW1931-42,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-43,LIA_GW1931-43,GW1931-43,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-44,LIA_GW1931-44,GW1931-44,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GW1931-45,LIA_GW1931-45,GW1931-45,Tênis Yeezy Slide Ochre Marrom,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-11,LIA_GX4472-11,GX4472-11,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-12,LIA_GX4472-12,GX4472-12,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-14,LIA_GX4472-14,GX4472-14,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-15,LIA_GX4472-15,GX4472-15,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-16,LIA_GX4472-16,GX4472-16,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-19,LIA_GX4472-19,GX4472-19,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-20,LIA_GX4472-20,GX4472-20,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-21,LIA_GX4472-21,GX4472-21,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-22,LIA_GX4472-22,GX4472-22,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-23,LIA_GX4472-23,GX4472-23,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-24,LIA_GX4472-24,GX4472-24,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_GX4472-25,LIA_GX4472-25,GX4472-25,Tênis Yeezy Foam Runner Stone Sage Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
